geneID	SRR7652568	SRR7652563	healthy.AVG
Solyc09g082630.3.1	7.06	6.95	6.83
Solyc02g089497.1.1	0.34	0.67	0.36
Solyc05g013200.1.1	2.62	2.7	2.87
Solyc10g076250.2.1	3.56	4.35	-0.06
Solyc01g099480.3.1	0.66	-0.65	0.36
Solyc03g112660.3.1	7.26	7.23	7.37
Solyc01g103050.3.1	7.68	7.77	7.01
Solyc06g083080.3.1	1.9	1.83	2.28
Solyc10g045430.2.1	2.41	2.38	2.41
Solyc03g044020.3.1	1.11	1.58	1.66
Solyc04g040210.3.1	3.83	3.27	3.97
Solyc11g066870.2.1	6.76	6.63	7.46
Solyc04g017750.3.1	5.8	6.04	5.76
Solyc05g006930.3.1	3.14	3.02	3.01
Solyc03g044880.3.1	2.99	2.55	2.18
Solyc07g017430.3.1	6.53	6.51	6.74
Solyc01g020320.3.1	1.86	2.13	2.08
Solyc02g091020.2.1	1.89	2.12	0.92
Solyc08g062630.3.1	6.83	6.9	6.6
Solyc07g042620.3.1	4.52	4.61	4.54
Solyc10g051300.2.1	3.37	3.51	3.43
Solyc02g081600.3.1	4.9	4.88	4.22
Solyc09g007660.1.1	0.52	0.2	0.63
Solyc01g110150.2.1	5.57	5.35	5.12
Solyc01g109280.3.1	4.68	4.65	4.59
Solyc03g006460.3.1	4.47	4.82	4.57
Solyc01g107870.3.1	9.77	9.83	10.22
Solyc08g081320.3.1	6.96	6.95	6.87
Solyc01g103710.3.1	6.1	6.05	6.09
Solyc08g022030.3.1	6.27	5.93	6.61
Solyc03g123980.3.1	6.13	6.22	5.76
Solyc03g110900.3.1	7.72	7.55	7.55
Solyc01g066430.3.1	5.26	4.74	5.21
Solyc08g066490.3.1	3.15	3.24	3.64
Solyc05g005580.3.1	-0.34	0.43	1.03
Solyc06g005390.1.1	0.26	-0.83	0.42
Solyc02g092710.3.1	3.81	3.5	3.32
Solyc09g098230.3.1	5.95	6.01	5.24
Solyc01g090925.1.1	-0.43	0.93	0.03
Solyc05g052020.3.1	4.28	4.28	3.65
Solyc11g010840.2.1	4.92	4.87	4.38
Solyc03g121730.3.1	6.28	6.41	5.71
Solyc01g107270.3.1	0.45	0.96	0.4
Solyc09g074230.3.1	4.54	5.4	5.78
Solyc10g006215.1.1	1	1.13	1.32
Solyc06g051815.1.1	0.93	1.4	0.93
Solyc12g089260.2.1	3.52	3.66	3.53
Solyc03g096620.2.1	1.01	0.76	0.04
Solyc01g079780.3.1	3.4	3.38	4.13
Solyc03g121030.2.1	4	4.22	4.03
Solyc10g079140.2.1	3.74	4.03	3.14
Solyc02g092353.1.1	0.57	1.56	0.98
Solyc11g066770.2.1	4.25	4.45	4.86
Solyc01g105980.3.1	2.95	3.4	3.11
Solyc02g085120.3.1	3.27	3.23	3.63
Solyc06g053770.3.1	1.14	1.19	1
Solyc05g009870.3.1	3.49	3.43	3.34
Solyc07g007170.3.1	4.53	4.49	4.31
Solyc04g015290.3.1	4.63	4.45	4.09
Solyc03g096380.3.1	4.92	4.83	5.63
Solyc01g065490.3.1	2.97	2.94	2.44
Solyc01g104920.3.1	6.18	6.28	6.51
Solyc04g014250.3.1	5.04	5.09	5.14
Solyc05g006980.3.1	2.57	2.15	2.46
Solyc02g087890.3.1	2.87	2.54	-2.5
Solyc09g009660.3.1	4.75	4.57	4.33
Solyc08g016550.3.1	2.42	1.8	2.16
Solyc05g052590.1.1	4.24	4.2	4.64
Solyc12g094450.2.1	4.39	4.7	4.43
Solyc07g009333.1.1	-1.34	0.7	1.84
Solyc10g079710.2.1	2.91	2.53	2.77
Solyc07g041620.1.1	3.64	3.13	2.91
Solyc06g054570.1.1	2.1	0.26	3.69
Solyc07g025250.2.1	2.47	1.97	2.15
Solyc06g005810.3.1	2.72	2.74	4.29
Solyc02g067750.3.1	4.53	3.53	-3.31
Solyc03g007120.3.1	5.31	5.44	5.14
Solyc04g024940.3.1	4.54	4.25	4.26
Solyc04g077490.3.1	1.63	1.71	2.23
Solyc01g067100.3.1	5.86	6.1	5.85
Solyc03g025320.3.1	7.44	7.51	7.56
Solyc01g008440.3.1	4.56	4.46	4.03
Solyc11g071950.2.1	3.89	3.73	3.81
Solyc10g018780.2.1	2.94	2.22	1.37
Solyc01g097250.3.1	3.95	3.8	4.08
Solyc07g032100.3.1	6.16	6.23	6.52
Solyc11g067210.1.1	0.45	0.68	0.47
Solyc01g100260.3.1	4.94	4.55	4.55
Solyc04g072880.3.1	3.88	3.81	3.42
Solyc09g065120.3.1	6.77	6.7	6.41
Solyc03g115230.3.1	3.58	4.11	3.27
Solyc03g007540.3.1	3.4	2.83	3.78
Solyc12g049190.2.1	3.66	2.67	3.71
Solyc12g044700.2.1	2.31	1.79	2.11
Solyc01g005910.3.1	5.87	5.94	6.33
Solyc11g072660.2.1	3.33	3.42	2.71
Solyc11g065120.2.1	4.34	4.15	4.24
Solyc05g013700.3.1	5.6	5.77	5.89
Solyc08g083310.3.1	4.37	4.58	4.65
Solyc01g005300.3.1	6.44	6.34	6.37
Solyc10g080500.2.1	6.45	6.31	7.5
Solyc01g094220.3.1	4.48	4.43	4.26
Solyc07g053120.3.1	4.78	5.01	5.97
Solyc07g025140.3.1	0.66	-0.24	1.29
Solyc07g049590.3.1	3.13	3.27	3
Solyc10g007280.3.1	4.31	4.02	4.27
Solyc11g068960.2.1	6.36	6.58	6.38
Solyc12g005960.2.1	3.01	2.79	3.07
Solyc06g069120.3.1	7.28	7.19	6.79
Solyc02g086350.3.1	4.35	4.6	4.64
Solyc08g006330.3.1	5.69	5.5	5.42
Solyc05g012910.3.1	0.5	1.05	-0.03
Solyc01g107180.3.1	4.59	4.6	4.99
Solyc06g083380.3.1	4.74	4.79	4.87
Solyc04g071330.3.1	3.27	3.05	2.8
Solyc11g017360.2.1	1.96	2	2.57
Solyc01g099240.3.1	5.13	5.17	5.27
Solyc05g014050.3.1	5.7	5.89	5.68
Solyc02g071220.3.1	1.48	0.39	2.1
Solyc01g111145.1.1	8.47	8.37	9.12
Solyc09g008530.2.1	1.11	0.72	0.49
Solyc01g104310.3.1	5.48	5.47	5.19
Solyc06g074070.3.1	3.68	3.94	3.07
Solyc03g019790.3.1	3.12	3.75	3.17
Solyc03g097670.3.1	6.78	6.83	6.18
Solyc11g072970.2.1	3.66	3.43	3.39
Solyc08g068150.3.1	8.86	9.09	7.05
Solyc03g051810.3.1	6.68	6.46	7.21
Solyc01g060390.1.1	1.48	0.69	0.92
Solyc07g066310.3.1	12.28	12.01	12.13
Solyc12g089060.2.1	4	4.2	4.13
Solyc08g081620.3.1	7.81	7.36	6.19
Solyc01g091950.3.1	6.74	6.64	6.02
Solyc01g104270.3.1	6.86	6.81	7.48
Solyc11g071530.1.1	0.16	0.08	0.12
Solyc08g006870.3.1	4.34	4.27	4
Solyc03g044720.2.1	3.15	3.11	3.06
Solyc02g078470.3.1	4.46	4.43	4.22
Solyc04g009160.3.1	3.12	2.95	2.72
Solyc11g011760.2.1	5.41	5.67	4.49
Solyc11g008940.1.1	2.14	2.69	3.08
Solyc08g081555.1.1	2.82	2.42	2.18
Solyc02g078660.3.1	1.26	-0.39	0.66
Solyc09g090350.3.1	3.14	2.71	3.07
Solyc11g008250.2.1	7.49	7.51	6.3
Solyc06g005960.3.1	5.85	6.08	4.54
Solyc02g067990.3.1	4.21	4.31	4.46
Solyc03g025360.3.1	5.71	5.56	5.58
Solyc07g009130.3.1	5.41	5.95	5.84
Solyc04g015585.1.1	4.2	4.24	5.19
Solyc01g086820.3.1	3.26	3.23	4.6
Solyc04g077290.2.1	0.99	1.39	1.57
Solyc01g005575.1.1	4.35	4.35	4.65
Solyc01g091715.1.1	4.06	4.12	4.07
Solyc05g013170.2.1	1.98	2.24	2.52
Solyc09g063070.3.1	5.69	5.73	5.41
Solyc03g120480.3.1	4.1	4.27	3.75
Solyc10g007750.1.1	-1.24	-3.51	0.78
Solyc06g083490.3.1	2.65	2.14	4.77
Solyc02g082490.3.1	1.68	1.81	2.48
Solyc03g026350.3.1	5.37	5.41	5.1
Solyc07g066020.3.1	5.17	5.6	5.04
Solyc08g076610.3.1	0.91	1.37	1.19
Solyc10g045310.2.1	4.05	4.25	5.19
Solyc08g015965.1.1	0.84	0.39	-0.45
Solyc09g075500.3.1	3.27	3.51	3.08
Solyc03g093690.3.1	8.39	8.15	8.53
Solyc02g089130.3.1	2.17	2.14	1.82
Solyc01g091230.3.1	2.24	2.25	2.46
Solyc03g118970.3.1	5.67	5.25	5.96
Solyc08g079570.3.1	2.89	2.62	3
Solyc12g017630.2.1	4.9	5.02	5.3
Solyc08g068530.3.1	2.5	2.81	2.39
Solyc11g020610.2.1	3.5	3.74	3.89
Solyc04g009570.3.1	3.15	3.08	3.2
Solyc09g061793.1.1	0.46	0.76	-1.62
Solyc09g010520.3.1	6.85	7.05	6.84
Solyc07g014740.3.1	4.73	4.63	5.34
Solyc01g111650.3.1	6.51	6.39	6.25
Solyc01g111360.3.1	3.1	3.06	3.91
Solyc02g079400.3.1	4.93	4.98	4.68
Solyc01g079500.3.1	3.21	3.1	3.07
Solyc04g026270.3.1	3.29	3.3	3.35
Solyc07g007160.3.1	4.94	5	4.7
Solyc10g017880.2.1	4.67	4.58	4.31
Solyc08g075500.3.1	0.66	1.27	1.3
Solyc01g111500.3.1	3.07	2.94	3.13
Solyc04g009330.3.1	2.29	2.16	2.09
Solyc10g078630.2.1	5.39	5.7	5.82
Solyc12g014430.2.1	3.94	5	3.66
Solyc05g018233.1.1	6.12	5.99	5.97
Solyc06g076750.3.1	6.36	6.37	6.21
Solyc02g062330.2.1	0.96	1.52	0.25
Solyc10g005750.3.1	1.44	1.27	1.24
Solyc01g098985.1.1	1.29	1.19	1.95
Solyc03g093780.1.1	0.38	0.55	-0.16
Solyc08g005060.3.1	2.25	2.61	2.46
Solyc05g005535.1.1	-0.6	-0.32	1.92
Solyc07g056340.3.1	6.78	6.57	5.94
Solyc09g010910.2.1	0.65	-0.02	0.46
Solyc01g057000.3.1	3.8	2.95	-3.14
Solyc04g015440.3.1	6.26	6.05	6.44
Solyc12g044340.2.1	1.03	2.16	1.81
Solyc04g077520.3.1	2.89	2.8	2.85
Solyc01g066720.3.1	4.01	4.25	4.25
Solyc07g045300.3.1	5.69	5.47	6.12
Solyc01g057830.3.1	8.34	7.93	8.97
Solyc06g050630.3.1	2.55	1.89	3.47
Solyc11g013890.1.1	3.83	3.81	4.11
Solyc04g015300.3.1	4.35	4.19	4.24
Solyc06g049040.3.1	2.93	2.93	3.68
Solyc08g008670.3.1	3.32	3.52	4.06
Solyc04g005130.3.1	2.96	2.74	2.97
Solyc10g012410.3.1	5.06	4.69	5.34
Solyc10g037960.2.1	4.08	4.36	4.16
Solyc03g063040.3.1	1.8	2.01	3.94
Solyc09g075470.2.1	1.12	0.79	0.42
Solyc07g032490.3.1	2.74	2.61	5.39
Solyc10g008340.3.1	4.94	5.12	4.67
Solyc07g054160.3.1	4.56	4.74	4.3
Solyc10g086025.1.1	3	3.11	3.15
Solyc03g093200.3.1	4.28	4.45	4.24
Solyc04g015830.3.1	7.33	7.41	7.76
Solyc10g086720.2.1	0.58	-0.17	1.76
Solyc10g078430.2.1	3.65	3.56	3.34
Solyc05g025890.2.1	2.8	3.01	4.31
Solyc11g068690.2.1	2.51	2.47	3.18
Solyc01g006560.3.1	8.54	9.2	6.31
Solyc12g043030.2.1	2.69	3.13	2.65
Solyc04g074160.2.1	1.47	1.81	1.68
Solyc01g056580.3.1	-0.76	-1.22	0.41
Solyc04g050560.3.1	1.78	1.57	1.12
Solyc09g008700.2.1	4.97	5.01	4.54
Solyc04g074680.1.1	1.15	0.32	1.71
Solyc03g044910.1.1	5.28	5.05	5.14
Solyc06g073310.3.1	6.95	7.29	7.81
Solyc10g055620.2.1	3.41	3.31	2.78
Solyc11g011910.2.1	6.37	6.44	5.98
Solyc05g006470.3.1	5	5.15	4.9
Solyc06g005410.3.1	1.26	1.56	1.5
Solyc02g085495.1.1	3.7	3.95	3.54
Solyc11g007000.2.1	2.3	1.99	2.08
Solyc05g010400.3.1	3.06	3.49	4.3
Solyc06g072340.3.1	5.45	5.32	5.35
Solyc12g039080.2.1	2.46	1.4	0.03
Solyc06g069080.3.1	2.34	2.53	2.53
Solyc01g081293.1.1	0.06	-0.56	-0.35
Solyc06g072830.3.1	1.74	1.37	2.15
Solyc12g010350.2.1	4.37	4.66	5.65
Solyc07g044880.3.1	3.17	3.05	2.96
Solyc12g006340.2.1	3.26	3.37	3.29
Solyc01g095300.3.1	5.31	5.3	5.59
Solyc06g075030.1.1	3.11	2.93	2.48
Solyc05g009570.3.1	6.23	5.55	6.7
Solyc09g074650.3.1	5.86	5.59	6.1
Solyc02g089540.3.1	3.16	2.87	3.13
Solyc07g064590.3.1	3.72	3.7	3.86
Solyc10g009040.3.1	1.39	1.56	1.74
Solyc12g038455.1.1	0.5	1.57	1.07
Solyc07g062810.3.1	0.84	1.41	1.65
Solyc02g093880.3.1	6.29	6.29	5.48
Solyc10g076910.2.1	5.83	5.74	5.54
Solyc12g036390.2.1	3.09	3.09	2.99
Solyc02g062520.3.1	3.29	3.26	3
Solyc02g071060.3.1	-0.13	0.39	-0.08
Solyc11g071640.2.1	4.54	4.2	6.34
Solyc04g076430.3.1	4.22	4.48	4.11
Solyc02g092590.3.1	3.26	3.51	1.73
Solyc01g104880.3.1	5.2	5.14	5.31
Solyc01g065560.3.1	3.26	2.93	2.93
Solyc04g010290.3.1	4.13	4.37	3.89
Solyc06g083350.3.1	3.9	3.93	3.82
Solyc04g078760.3.1	5.2	5.2	5.15
Solyc04g008900.3.1	3.72	3.65	1.17
Solyc01g104780.3.1	0.44	1.06	1.89
Solyc01g008270.3.1	3.99	4.09	4.17
Solyc04g080280.3.1	10.94	10.65	10.18
Solyc06g053630.3.1	5.4	5.19	5.57
Solyc05g041440.3.1	1.69	1.86	2.13
Solyc03g112120.2.1	0.29	1.15	2.62
Solyc06g035580.3.1	3.22	1.52	3.27
Solyc12g099310.2.1	6.58	6.61	6.46
Solyc01g087530.3.1	5.25	5.07	5.25
Solyc03g120780.3.1	4.7	4.98	5.77
Solyc08g075450.3.1	6.04	6	6.05
Solyc12g089010.2.1	2.29	2.17	1.73
Solyc01g097770.3.1	8.76	8.54	8.48
Solyc02g089110.3.1	4.16	4.19	4.89
Solyc07g039500.3.1	5.1	5.02	5.39
Solyc01g110300.3.1	4.72	5.03	4.75
Solyc08g081190.3.1	8.68	8.83	9.4
Solyc10g080930.2.1	5.38	5.68	4.5
Solyc01g099600.3.1	5.03	5.19	5.15
Solyc07g025510.3.1	3.06	3.23	3.65
Solyc04g077280.3.1	2.71	2.76	2.91
Solyc09g010400.3.1	6.3	6.34	6.38
Solyc09g097970.3.1	2.74	2.61	3.1
Solyc11g017420.2.1	4.68	4.58	5.29
Solyc02g088117.1.1	0.74	1.34	0.45
Solyc02g091110.3.1	2.34	2.08	2.1
Solyc08g013730.3.1	7.98	8.55	8.36
Solyc04g072030.1.1	3.47	3.58	1.7
Solyc06g074450.2.1	3.76	3.76	3.15
Solyc05g009710.3.1	4	3.71	4.03
Solyc04g076470.1.1	3.06	3.02	2.95
Solyc12g006300.2.1	2.31	2.1	1.75
Solyc12g013560.2.1	2.43	2.41	2.61
Solyc01g086960.3.1	6.67	6.48	6.82
Solyc07g062740.3.1	3.37	3.12	3.26
Solyc03g112353.1.1	3.32	2.98	2.65
Solyc10g012160.3.1	3.12	2.85	2.92
Solyc02g067560.1.1	2.56	3.25	2.88
Solyc02g091500.1.1	5.12	4.27	4.99
Solyc03g007330.3.1	7.33	7.04	7.77
Solyc08g082850.3.1	7.61	7.67	7.37
Solyc08g079310.3.1	3.27	3.1	2.83
Solyc06g069030.3.1	6.56	6.6	6.66
Solyc08g082760.3.1	3.55	3.77	4.14
Solyc02g062950.3.1	5.19	4.97	5.34
Solyc05g024415.1.1	4.33	4.42	4.14
Solyc08g076490.2.1	4.1	4.23	3.92
Solyc01g110190.3.1	3.89	3.38	4.64
Solyc10g079440.2.1	3.34	2.73	2.65
Solyc07g032110.3.1	4.33	4.19	4.04
Solyc09g075300.3.1	3.71	3.57	4.69
Solyc04g015950.2.1	4.81	4.83	4.97
Solyc07g053360.3.1	0.97	0.6	-2.88
Solyc02g092250.3.1	1.66	1.19	1.77
Solyc02g085672.1.1	2.42	1.41	2.24
Solyc06g071580.3.1	4.66	4.56	4.14
Solyc10g007120.3.1	5.69	5.37	6.28
Solyc07g048085.1.1	3.41	3.32	4.21
Solyc01g104560.3.1	6.16	6.2	6.22
Solyc03g116370.3.1	0.59	1.19	0.88
Solyc12g017460.1.1	5.06	5.44	6.19
Solyc03g034220.3.1	13.23	12.78	13.74
Solyc10g044780.2.1	3.5	3.19	3.37
Solyc03g121400.1.1	3.01	2.72	3.7
Solyc12g044300.2.1	5.95	5.69	5.69
Solyc08g006950.3.1	1.69	1.7	1.4
Solyc10g055700.2.1	3.28	3.47	3.71
Solyc09g008920.3.1	7.2	7.36	7.38
Solyc07g032230.3.1	5.64	5.39	5.48
Solyc01g096230.3.1	3.69	3.89	3.5
Solyc11g011410.2.1	2.18	2.09	1.28
Solyc10g081250.2.1	3.3	3.45	3.12
Solyc04g015710.3.1	0.54	0.34	0.26
Solyc09g090290.3.1	2.53	2.71	1.59
Solyc08g066010.3.1	4.92	4.66	4.28
Solyc02g084480.2.1	6.7	6.49	6.52
Solyc07g052600.3.1	5.78	5.95	5.17
Solyc05g015390.3.1	6.24	6.48	4.48
Solyc05g018880.1.1	0	-0.65	1.14
Solyc07g056310.3.1	2.55	1.97	2.77
Solyc01g100210.3.1	2.01	0.9	2.48
Solyc09g075330.3.1	0.32	0.34	0.31
Solyc11g069390.1.1	2.33	1.55	1.38
Solyc05g051040.3.1	4.91	4.99	4.98
Solyc02g087000.3.1	6.53	6.78	6.24
Solyc01g017050.1.1	7.6	7.78	7.84
Solyc01g009150.3.1	1.45	2.36	2.22
Solyc12g014530.2.1	5.34	5.12	5.2
Solyc08g081920.3.1	3.67	4.05	3.83
Solyc06g083170.3.1	0.41	0.83	1.08
Solyc02g090990.1.1	1.63	2.53	0.93
Solyc05g055070.3.1	4.25	4.17	4.51
Solyc10g079280.2.1	2.22	2.17	2
Solyc02g090760.3.1	7.24	7.27	7.26
Solyc12g095810.2.1	2.6	2.74	0.19
Solyc01g094950.3.1	7.82	7.81	7.62
Solyc01g098920.3.1	6.38	6.55	6.32
Solyc06g053860.3.1	3.59	3.42	3.61
Solyc07g066200.3.1	5.77	5.84	5.61
Solyc08g082810.3.1	4.84	4.95	4.85
Solyc07g049160.3.1	4.75	4.81	3.72
Solyc09g057950.3.1	0.74	0.83	2.05
Solyc06g009170.3.1	4.23	3.65	4.87
Solyc12g038670.2.1	4.65	4.69	4.72
Solyc04g005080.3.1	4.87	4.98	5.28
Solyc08g081410.3.1	6.27	6.27	6.04
Solyc01g008170.3.1	5.15	5.08	4.96
Solyc07g017960.3.1	4.1	4.32	3.96
Solyc04g025282.1.1	0.56	0.97	-1.85
Solyc07g062250.3.1	6.58	6.52	6
Solyc06g067940.3.1	5.74	5.84	6.19
Solyc10g017850.3.1	8.34	8.33	8.07
Solyc02g083420.3.1	5.41	5.29	5.5
Solyc07g062660.3.1	5.67	5.74	5.32
Solyc03g115530.3.1	4.66	4.61	4.53
Solyc12g008395.1.1	4.46	4.66	4.23
Solyc11g071690.2.1	4	3.62	3.56
Solyc01g105820.3.1	4.43	4.28	3.99
Solyc09g098225.1.1	1.28	1.57	1.18
Solyc08g079510.3.1	3.85	4.1	3.79
Solyc06g051930.3.1	6.45	6.72	5.34
Solyc03g121490.3.1	2.22	2.18	2.29
Solyc05g055700.3.1	3.71	4.28	3.42
Solyc02g067830.3.1	1.11	1.84	2.06
Solyc07g005970.3.1	4.48	4.45	4.61
Solyc03g005420.2.1	1.98	1.48	0
Solyc01g007780.3.1	2.61	2.82	2.5
Solyc06g051630.3.1	3.61	3.47	3.84
Solyc05g009370.3.1	6.88	6.45	7.65
Solyc07g063940.2.1	4.92	4.97	4.16
Solyc11g006690.1.1	5.65	5.94	6.43
Solyc03g121520.3.1	2.76	2.48	2.69
Solyc01g110180.3.1	-1.94	-0.63	0.71
Solyc03g083440.3.1	6.66	6.87	8.91
Solyc01g010820.3.1	5.39	5.47	5.25
Solyc03g026320.3.1	4.3	4.14	4.08
Solyc08g083300.3.1	5.01	5.11	4.89
Solyc07g064610.3.1	6.27	6.3	6.57
Solyc01g090970.3.1	3.05	1.82	5.54
Solyc09g005000.1.1	4.23	4.57	4.01
Solyc08g016210.3.1	4.97	4.83	6.32
Solyc05g006100.3.1	4.45	4.65	4.51
Solyc02g031750.3.1	0.5	0.25	0.62
Solyc07g064520.3.1	3.14	3.16	3.49
Solyc03g053060.2.1	0.68	0.4	0.49
Solyc11g039960.2.1	3.27	3.37	3.01
Solyc09g008330.3.1	2.97	2.69	2.57
Solyc06g073630.3.1	5.85	6.02	5.65
Solyc03g034090.3.1	1.72	1.96	2.5
Solyc08g078140.3.1	1.28	1.85	0.89
Solyc04g054690.3.1	1.73	1.77	3.31
Solyc09g010650.1.1	3.77	4.11	2.38
Solyc04g009550.3.1	3.05	3.12	3.37
Solyc10g080710.2.1	6.99	7	7.09
Solyc09g075720.3.1	2.99	3.1	2.9
Solyc08g042130.3.1	4.37	4.48	3.94
Solyc02g092240.3.1	2.29	2.36	1.23
Solyc01g044270.3.1	4.34	4.29	3.99
Solyc05g005490.3.1	7.71	7.37	8.25
Solyc10g038000.2.1	3.93	4.06	3.43
Solyc10g006520.3.1	1.65	2.11	1.73
Solyc05g050280.3.1	6.82	6.78	6.83
Solyc12g057100.2.1	3.42	3.81	4.87
Solyc12g099540.2.1	3.12	2.77	3.74
Solyc04g049640.2.1	0.91	1.08	1.25
Solyc11g065670.1.1	5.65	5.97	6.41
Solyc04g076050.3.1	3.8	3.94	3.83
Solyc07g042250.3.1	7.02	7.28	7.92
Solyc06g007570.3.1	5.27	5.52	5.96
Solyc10g074700.2.1	5.18	5.42	4.88
Solyc12g088310.2.1	3.84	3.87	3.83
Solyc09g011310.3.1	4.61	4.66	4.48
Solyc03g006680.3.1	5.07	5.21	5.39
Solyc03g113250.3.1	1.92	-0.1	5.07
Solyc01g102820.3.1	6.04	5.87	5.83
Solyc11g010910.2.1	2.89	2.84	2.39
Solyc06g009340.3.1	5.66	5.67	5.42
Solyc11g073080.2.1	0.81	-0.04	-0.1
Solyc11g008700.2.1	4.88	4.88	4.84
Solyc03g005060.3.1	4.75	4.95	4.29
Solyc12g098960.2.1	3.49	3.65	3.84
Solyc01g110410.3.1	6.32	6.35	6.23
Solyc09g082500.3.1	3.14	3.31	3.85
Solyc07g042080.3.1	4.61	4.6	4.28
Solyc10g081440.2.1	6.5	6.9	6.54
Solyc04g077220.3.1	0.18	0.25	-2.28
Solyc07g042690.3.1	1.28	0.69	1.04
Solyc01g107990.3.1	4.57	4.44	4.24
Solyc01g104980.3.1	4.11	4	3.6
Solyc05g054965.1.1	4.18	4.62	4.32
Solyc02g082250.3.1	4.9	5.16	5.3
Solyc01g110430.3.1	8.77	9.06	7.52
Solyc02g090315.1.1	1.62	2.72	1.93
Solyc08g068600.3.1	3.35	2.48	3.75
Solyc01g095903.1.1	-0.36	-0.26	1.3
Solyc03g112600.3.1	2.84	3.1	3.55
Solyc04g081750.3.1	6.41	6.48	6.17
Solyc08g066850.3.1	5.92	5.6	6.18
Solyc11g065940.2.1	4.55	5.11	4.1
Solyc07g014620.1.1	1.66	1.57	0.63
Solyc09g075150.3.1	5.36	5.26	5.82
Solyc01g080430.3.1	5.85	5.97	5.35
Solyc10g079230.2.1	0.87	-0.72	0.84
Solyc02g087230.3.1	7.95	7.68	8.28
Solyc01g107890.3.1	2.06	2.49	2.26
Solyc07g006760.3.1	6.16	6.26	5.16
Solyc11g012100.2.1	3.27	2.81	3.04
Solyc01g008140.3.1	4.96	4.97	5.2
Solyc09g009790.3.1	1.36	1.11	1.12
Solyc12g006800.2.1	3.39	3.36	3.02
Solyc07g066290.3.1	5.47	5.42	5.38
Solyc11g071995.1.1	4.96	4.78	4.63
Solyc01g080310.3.1	3.98	3.77	3.75
Solyc05g006580.3.1	3.11	2.77	2.76
Solyc01g067640.3.1	4.61	4.76	5.38
Solyc02g090300.3.1	0.32	0.13	0.15
Solyc03g046200.1.1	-0.13	0.52	0.91
Solyc06g071250.3.1	2.65	2.94	2.49
Solyc06g060570.3.1	2.25	2.32	2
Solyc03g119400.3.1	5.59	5.82	5.2
Solyc01g067460.2.1	2.44	2.06	2.12
Solyc01g108610.3.1	2.94	2.38	3.14
Solyc05g051640.3.1	1.58	1.58	2.07
Solyc05g005320.1.1	2.22	2.45	1.91
Solyc06g063160.1.1	0.65	-0.09	0.22
Solyc03g113990.3.1	5.16	4.91	5.02
Solyc01g099350.3.1	5.03	5.35	5.7
Solyc09g008440.1.1	0.88	0.4	1.38
Solyc07g006580.3.1	5.31	5.33	5.47
Solyc11g068660.2.1	6.33	6.23	5.99
Solyc02g093750.3.1	2.16	1.43	2.39
Solyc11g007540.2.1	4.52	4.49	5.08
Solyc07g066460.3.1	5.03	4.7	5.83
Solyc11g005870.2.1	2.81	2.69	2.51
Solyc05g008595.1.1	0.09	1.36	1.07
Solyc12g042060.2.1	8.48	8.2	8.37
Solyc08g075630.3.1	0.9	0.64	0.91
Solyc02g088090.1.1	3.93	3.67	2.85
Solyc10g009490.2.1	5.74	5.57	5.51
Solyc03g044160.2.1	5.41	5.53	4.69
Solyc02g050330.1.1	1.89	1.53	2.04
Solyc07g019670.3.1	6.8	6.92	6.07
Solyc08g061635.1.1	2.93	2.65	2.33
Solyc09g090100.3.1	6.5	6.49	6.3
Solyc06g009750.3.1	6.32	6.38	5.95
Solyc02g090530.3.1	5.39	5.12	4.51
Solyc10g083290.2.1	4.55	4.16	5.76
Solyc02g083345.1.1	4.02	3.88	4.54
Solyc12g027850.2.1	5.1	5.17	4.63
Solyc06g082600.3.1	5.39	5.51	5.57
Solyc02g072105.1.1	3.58	3.86	3.9
Solyc03g033630.3.1	6.4	6.44	5.89
Solyc02g086150.3.1	4.27	4.19	4.72
Solyc04g081230.3.1	6.24	6.53	5.62
Solyc03g078520.3.1	5.52	5.66	5.46
Solyc05g050735.1.1	2.24	2.71	2.14
Solyc01g104050.3.1	5.25	5.16	5.47
Solyc01g080500.2.1	7.88	7.79	7.65
Solyc02g030100.3.1	4.37	4.31	4.69
Solyc05g055390.3.1	3.34	3.52	2.83
Solyc03g006960.3.1	1.41	0.52	0.29
Solyc09g014620.3.1	5.5	5.64	5.41
Solyc03g093880.3.1	3.85	4.13	3.22
Solyc02g071520.3.1	4.26	4.55	4.46
Solyc06g009400.3.1	7.66	7.71	6.86
Solyc01g103110.3.1	6.32	6.16	6.22
Solyc12g099510.2.1	4.65	4.76	4.63
Solyc09g091710.2.1	4.48	4.51	4.15
Solyc11g011970.2.1	3.91	3.87	4.45
Solyc02g077660.3.1	6.7	6.65	6.51
Solyc01g096620.3.1	3.17	3.05	3.04
Solyc02g014840.3.1	1.61	0.35	1.77
Solyc05g014110.3.1	3.3	3.53	2.76
Solyc01g096720.3.1	1.19	0.86	-0.28
Solyc02g092910.3.1	4.2	4.4	4.58
Solyc09g076020.3.1	5.21	5.17	5.61
Solyc07g007040.3.1	7.29	7.27	7.24
Solyc11g068770.1.1	3.25	2.71	3.79
Solyc12g006790.2.1	1.9	1.54	1.83
Solyc01g081470.3.1	4.27	4.33	4.72
Solyc08g015690.3.1	7.86	7.92	7.98
Solyc07g040940.3.1	5.49	5.52	5.11
Solyc05g053370.3.1	0.74	1.22	1.75
Solyc07g064280.3.1	4.24	4.35	5.06
Solyc04g015100.3.1	5.31	5.53	4.88
